row_id,lat_deg,lon_deg,report_date,status_id,water_source,water_tech,facility_type,country_name,install_year,installer,pay,status
34217,-2.228252,30.231671999999996,09/30/2019,y,Piped Water,Tapstand,Improved,Rwanda,2019.0,WaterAid,,
33761,-2.101375,30.189358000000002,02/19/2020,y,Rainwater Harvesting,Hand Pump - Nira,Improved,Rwanda,2019.0,WaterAid,,
33466,-2.1986939999999997,30.199084000000003,04/28/2020,y,Protected Spring,,Improved,Rwanda,2019.0,WaterAid,,
33756,-2.205361,30.070403000000002,02/20/2020,y,Rainwater Harvesting,Hand Pump - Nira,Improved,Rwanda,2020.0,WaterAid,,
33553,-2.432178,29.588362,03/31/2020,y,Piped Water,Tapstand,Improved,Rwanda,2020.0,WaterAid,,
33760,-2.274193,29.476523999999998,02/19/2020,y,Rainwater Harvesting,,Improved,Rwanda,2019.0,WaterAid,,
34222,-2.109683,30.067292,09/30/2019,y,Rainwater Harvesting,Hand Pump - Nira,Improved,Rwanda,2019.0,WaterAid,,
34221,-2.159523,30.231496999999997,09/30/2019,y,Rainwater Harvesting,,Improved,Rwanda,2019.0,WaterAid,,
34215,-2.476687,29.446412,09/30/2019,y,Rainwater Harvesting,,Improved,Rwanda,2019.0,WaterAid,,
33759,-2.04987,30.158613,02/19/2020,y,Rainwater Harvesting,Hand Pump - Nira,Improved,Rwanda,2019.0,WaterAid,,
33552,-2.432178,29.588362,03/31/2020,y,Piped Water,Tapstand,Improved,Rwanda,2020.0,WaterAid,,
34220,-2.199539,30.205523,09/30/2019,y,Rainwater Harvesting,Hand Pump - Nira,Improved,Rwanda,2019.0,WaterAid,,
33554,-2.432178,29.588362,03/31/2020,y,Piped Water,Tapstand,Improved,Rwanda,2020.0,WaterAid,,
34216,-2.476526,29.446232000000002,09/30/2019,y,Rainwater Harvesting,,Improved,Rwanda,2019.0,WaterAid,,
34219,-2.346478,29.581792999999998,09/30/2019,y,Rainwater Harvesting,,Improved,Rwanda,2019.0,WaterAid,,
33562,-2.333309,30.051953,03/31/2020,y,Protected Spring,,Improved,Rwanda,2019.0,WaterAid,,
33551,-2.522253,29.472864,03/31/2020,y,Rainwater Harvesting,Hand Pump - Nira,Improved,Rwanda,2020.0,WaterAid,,
51082,-1.6406,30.390259000000004,08/14/2013,u,Borehole,Mechanized Pump,Improved,Rwanda,2013.0,World Vision,,
52123,-2.069,30.186,05/15/2014,u,Borehole,Hand Pump,Improved,Rwanda,2014.0,World Vision,,
51078,-1.548,30.39,08/26/2013,u,Borehole,Mechanized Pump,Improved,Rwanda,2013.0,World Vision,,
49553,-2.292667,29.99485,10/23/2012,y,Borehole,Mechanized Pump,Improved,Rwanda,2012.0,World Vision,,
52099,-2.062,30.173879,07/05/2014,y,Borehole,Hand Pump,Improved,Rwanda,2014.0,World Vision,,
49602,-1.813536,30.444464,10/29/2013,y,Borehole,Mechanized Pump,Improved,Rwanda,2012.0,World Vision,,
52126,-2.079611,30.210109000000003,05/15/2014,y,Borehole,Hand Pump,Improved,Rwanda,2013.0,World Vision,,
49552,-2.318901,30.017003000000003,12/10/2012,y,Borehole,Mechanized Pump,Improved,Rwanda,2012.0,World Vision,,
51079,-1.588125,30.434310999999997,08/14/2013,u,Borehole,Mechanized Pump,Improved,Rwanda,2013.0,World Vision,,
52124,-2.062,30.174,05/15/2014,y,Borehole,Hand Pump,Improved,Rwanda,2014.0,World Vision,,
52120,-1.7269999999999999,30.393,12/05/2014,y,Borehole,Hand Pump,Improved,Rwanda,2014.0,World Vision,,
49549,-2.135597,30.23495,10/23/2012,y,Borehole,Mechanized Pump,Improved,Rwanda,2012.0,World Vision,,
49608,-1.787021,30.448734,10/29/2013,y,Borehole,Mechanized Pump,Improved,Rwanda,2012.0,World Vision,,
51080,-1.609688,30.394658000000003,08/14/2013,u,Borehole,Mechanized Pump,Improved,Rwanda,2013.0,World Vision,,
49551,-2.0846080000000002,30.20453,10/23/2012,y,Borehole,Mechanized Pump,Improved,Rwanda,2012.0,World Vision,,
52125,-2.093,30.244,05/15/2014,y,Borehole,Hand Pump,Improved,Rwanda,2014.0,World Vision,,
52121,-1.699,30.365,05/15/2014,u,Borehole,Hand Pump,Improved,Rwanda,2014.0,World Vision,,
49609,-2.145696,30.244336999999998,10/23/2012,y,Borehole,Mechanized Pump,Improved,Rwanda,2012.0,World Vision,,
49550,-2.107234,30.251365000000003,10/23/2012,y,Borehole,Mechanized Pump,Improved,Rwanda,2012.0,World Vision,,
51081,-1.6104829999999999,30.355814000000002,08/14/2013,u,Borehole,Mechanized Pump,Improved,Rwanda,2013.0,World Vision,,
52122,-1.71,30.37,05/15/2014,u,Borehole,Hand Pump,Improved,Rwanda,2014.0,World Vision,,
52128,-1.673,30.392,05/15/2014,y,Borehole,Hand Pump,Improved,Rwanda,2014.0,World Vision,,
49554,-2.33544,30.056553000000005,10/23/2012,y,Borehole,Mechanized Pump,Improved,Rwanda,2012.0,World Vision,,
52127,-1.6769999999999998,30.389,05/15/2014,y,Borehole,Hand Pump,Improved,Rwanda,2014.0,World Vision,,
61584,-1.635842438172769,29.939790674632782,04/15/2017,y,Protected Spring,,Improved,Rwanda,1970.0,,,Poor
62009,-1.6118524027951717,29.89635119091538,04/20/2017,y,Protected Spring,,Improved,Rwanda,2000.0,,,Poor
61858,-1.747431539697219,30.035583557050327,04/24/2017,y,Protected Spring,,Improved,Rwanda,1998.0,,,Normal
61636,-1.707471702680825,29.93057278638225,04/14/2017,y,Protected Spring,,Improved,Rwanda,1999.0,,,Poor
61708,-1.618489274028483,29.88770655944651,03/07/2017,y,Protected Spring,,Improved,Rwanda,1980.0,,,Normal
61885,-1.7510009844967218,30.041225123264972,04/24/2017,y,Protected Spring,,Improved,Rwanda,1998.0,,,Poor
61621,-1.6310924538352243,30.0173727310672,04/24/2017,y,Protected Spring,,Improved,Rwanda,1988.0,,,Poor
61668,-1.680801148824081,29.922612393951212,04/20/2017,y,Protected Spring,,Improved,Rwanda,1996.0,,,Normal
61564,-1.763474524211883,29.935516531556853,04/20/2017,y,Protected Spring,,Improved,Rwanda,1998.0,,,Poor
61760,-1.692553275638542,29.963320319797894,04/18/2017,y,Protected Spring,,Improved,Rwanda,1996.0,,,Poor
62117,-1.8271468794949943,29.985240978564892,06/17/2017,y,Protected Spring,,Improved,Rwanda,1997.0,,,Normal
62056,-1.807025092446765,30.086859430685873,04/21/2017,y,Protected Spring,,Improved,Rwanda,2015.0,,,Normal
61792,-1.749665172865615,30.032430840988866,04/24/2017,y,Protected Spring,,Improved,Rwanda,1998.0,,,Normal
62095,-1.729793833096583,29.997638495627154,06/03/2017,y,Protected Spring,,Improved,Rwanda,1990.0,,,Poor
62149,-1.61467394846486,29.946474646484642,06/16/2017,y,Protected Spring,,Improved,Rwanda,1985.0,,,Poor
61589,-1.7128692813861632,29.911720937617,04/16/2017,y,Protected Spring,,Improved,Rwanda,1998.0,,,Poor
61853,-1.763353554605551,30.073386554353466,05/31/2017,y,Protected Spring,,Improved,Rwanda,2011.0,,,Poor
61875,-1.620778271703677,29.952162005539023,04/15/2017,y,Protected Spring,,Improved,Rwanda,1950.0,,,Normal
62198,1.683163254863321,29.958371096523475,06/28/2017,y,Protected Spring,,Improved,Rwanda,2003.0,,,Poor
61977,-1.782744586562055,30.065116728651468,04/21/2017,y,Protected Spring,,Improved,Rwanda,1960.0,,,Normal
61932,-1.616645222243166,29.91201395644114,03/07/2017,y,Protected Spring,,Improved,Rwanda,1990.0,,,Poor
61781,-1.835883683438743,29.916378998357846,04/21/2017,y,Protected Spring,,Improved,Rwanda,1996.0,,,Poor
61643,-1.7912236760772833,30.03653298989341,04/22/2017,y,Protected Spring,,Improved,Rwanda,1998.0,,,Poor
61653,-1.690759423427934,29.949597561797148,04/20/2017,y,Protected Spring,,Improved,Rwanda,1998.0,,,Poor
62097,-1.7077944456682301,30.02739573281796,06/02/2017,y,Protected Spring,,Improved,Rwanda,2001.0,,,Poor
62019,-1.885377785997684,29.952335011245513,03/08/2017,y,Protected Spring,,Improved,Rwanda,1992.0,,,Normal
61917,-1.8204704825534388,30.024847251981743,04/23/2017,y,Protected Spring,,Improved,Rwanda,2003.0,,,Normal
61895,-1.7879461785267252,30.03098000141759,04/23/2017,y,Protected Spring,,Improved,Rwanda,1998.0,,,Poor
61843,-1.6734390435181683,29.98514040810873,04/17/2017,y,Protected Spring,,Improved,Rwanda,1940.0,,,Poor
62041,-1.698643016462242,29.96543306838907,04/18/2017,y,Protected Spring,,Improved,Rwanda,1996.0,,,Poor
62077,-1.61274978991161,30.023028627267962,04/24/2017,y,Protected Spring,,Improved,Rwanda,2017.0,,,Normal
61824,-1.809234519046711,29.99842469457036,04/20/2017,y,Protected Spring,,Improved,Rwanda,1998.0,,,Poor
61992,-1.7300835072967151,29.94801766272953,04/18/2017,y,Protected Spring,,Improved,Rwanda,1998.0,,,Poor
62181,-1.719815085664995,29.970359854668953,06/17/2017,y,Protected Spring,,Improved,Rwanda,1996.0,,,Normal
61868,-1.6984369508966988,29.969063140461483,04/18/2017,y,Protected Spring,,Improved,Rwanda,1996.0,,,Poor
61604,-1.784065725504561,30.13009105456657,03/28/2017,y,Protected Spring,,Improved,Rwanda,1990.0,,,Normal
61890,-1.713429832718666,29.914761028064564,04/16/2017,y,Protected Spring,,Improved,Rwanda,2002.0,,,Normal
61728,-1.8059762538791009,30.015015287505182,04/20/2017,y,Protected Spring,,Improved,Rwanda,1999.0,,,Poor
61547,-1.6073858643155712,30.03818581690968,06/02/2017,y,Protected Spring,,Improved,Rwanda,2003.0,,,Normal
61582,-1.7708800657056358,29.96876731698062,03/07/2017,y,Protected Spring,,Improved,Rwanda,1998.0,,,Normal
61813,-1.642487034756855,30.014453844145752,04/24/2017,y,Protected Spring,,Improved,Rwanda,1988.0,,,Poor
61700,-1.6987563787524091,29.911562702733818,04/14/2017,y,Protected Spring,,Improved,Rwanda,2010.0,,,Poor
62166,-1.735798238484965,29.972205468539737,06/17/2017,y,Protected Spring,,Improved,Rwanda,1999.0,,,Normal
61624,-1.7861124007808984,29.95673979636089,04/20/2017,y,Protected Spring,,Improved,Rwanda,2004.0,,,Normal
61749,-1.7399863970202483,29.946643830147877,04/18/2017,y,Protected Spring,,Improved,Rwanda,2002.0,,,Poor
62013,-1.7697221477996101,30.023736184250364,06/02/2017,y,Protected Spring,,Improved,Rwanda,1960.0,,,Normal
61560,-1.743123371438567,29.921004784876448,04/15/2017,y,Protected Spring,,Improved,Rwanda,1996.0,,,Poor
61764,-1.635849920011623,30.047035629006977,06/02/2017,y,Protected Spring,,Improved,Rwanda,1998.0,,,Normal
61788,-1.644124356851041,29.9430947285772,04/15/2017,y,Protected Spring,,Improved,Rwanda,1960.0,,,Poor
62105,-1.648827558796643,29.886018464646373,06/17/2017,y,Protected Spring,,Improved,Rwanda,2008.0,,,Poor
61954,-1.8033589168320119,30.06272603872095,04/21/2017,y,Protected Spring,,Improved,Rwanda,1991.0,,,Normal
61900,-1.6528492766450658,30.02081387655867,04/24/2017,y,Protected Spring,,Improved,Rwanda,1988.0,,,Poor
61912,-1.6152209470191652,29.957958947711205,03/21/2017,y,Protected Spring,,Improved,Rwanda,1950.0,,,Poor
61873,-1.8258724544145069,30.078772398490173,04/21/2017,y,Protected Spring,,Improved,Rwanda,2011.0,,,Poor
61981,-1.912410221689768,30.085181699645034,03/06/2017,y,Protected Spring,,Improved,Rwanda,1982.0,,,Poor
61907,-1.714989223564635,29.924222013838115,03/17/2017,y,Protected Spring,,Improved,Rwanda,2002.0,,,Normal
61835,-1.621043068495711,30.018215053546392,06/02/2017,y,Protected Spring,,Improved,Rwanda,1988.0,,,Normal
61611,-1.6714749689142812,30.029567907287703,03/27/2017,y,Protected Spring,,Improved,Rwanda,1998.0,,,Normal
61939,-1.9073207003587869,29.99247409907949,04/14/2017,y,Protected Spring,,Improved,Rwanda,2010.0,,,Normal
62176,-1.710930960034647,30.047954009643487,06/17/2017,y,Protected Spring,,Improved,Rwanda,1990.0,,,Normal
61592,-1.789028379941278,29.972436128495012,04/20/2017,y,Protected Spring,,Improved,Rwanda,1972.0,,,Poor
61685,-1.986346547399978,30.102870861696005,03/06/2017,y,Protected Spring,,Improved,Rwanda,2000.0,,,Poor
62134,-1.7164240856649908,29.93757954000664,06/17/2017,y,Protected Spring,,Improved,Rwanda,1997.0,,,Normal
61717,-1.6317130639822743,29.945806608783183,04/15/2017,y,Protected Spring,,Improved,Rwanda,1970.0,,,Poor
61944,-1.7639111502948517,29.98228576846159,04/20/2017,n,Protected Spring,,Improved,Rwanda,1987.0,,,Does Not Function
61675,-1.837335166102854,29.965235705502373,04/15/2017,y,Protected Spring,,Improved,Rwanda,2010.0,,,Normal
62120,-1.6441009464348768,29.90162123454576,06/17/2017,y,Protected Spring,,Improved,Rwanda,1980.0,,,Normal
62024,-1.6684439243321911,29.896633613738818,03/17/2017,y,Protected Spring,,Improved,Rwanda,1999.0,,,Normal
61922,-1.653010512468887,29.983966742347285,04/17/2017,y,Protected Spring,,Improved,Rwanda,1982.0,,,Poor
62137,-1.639769008546434,29.92612187576097,06/17/2017,y,Protected Spring,,Improved,Rwanda,1980.0,,,Normal
61969,-1.816207366200867,29.91881024121056,04/21/2017,y,Protected Spring,,Improved,Rwanda,1999.0,,,Normal
62102,-1.7250223806737182,30.01950367087363,06/03/2017,y,Protected Spring,,Improved,Rwanda,2003.0,,,Normal
62073,-1.6618604687610632,30.0446303560217,06/03/2017,y,Protected Spring,,Improved,Rwanda,1975.0,,,Normal
61949,-1.650499357545655,30.04751745203763,04/24/2017,y,Protected Spring,,Improved,Rwanda,1998.0,,,Normal
61820,-1.713661083338351,29.944530889161573,04/16/2017,y,Protected Spring,,Improved,Rwanda,1998.0,,,Poor
61551,-1.8042325962689998,30.126602237194373,06/02/2017,y,Protected Spring,,Improved,Rwanda,2003.0,,,Normal
61996,-1.780083144873704,30.069615579959397,04/21/2017,y,Protected Spring,,Improved,Rwanda,1960.0,,,Normal
61732,-1.7932128907670148,29.929988368130175,04/15/2017,y,Protected Spring,,Improved,Rwanda,2010.0,,,Poor
61752,-1.744700351112242,29.950453613113307,04/18/2017,y,Protected Spring,,Improved,Rwanda,1999.0,,,Poor
62152,-1.640404876846798,29.927554984646488,06/16/2017,y,Protected Spring,,Improved,Rwanda,1950.0,,,Normal
61964,-1.834037480595268,30.0161532804213,04/20/2017,y,Protected Spring,,Improved,Rwanda,1999.0,,,Normal
61628,-1.7410751833860982,29.93620654909121,04/20/2017,y,Protected Spring,,Improved,Rwanda,2004.0,,,Normal
61784,-1.804651062035388,30.09859234703369,05/31/2017,y,Protected Spring,,Improved,Rwanda,2003.0,,,Poor
62082,-1.6195978458625058,29.92459100271029,04/20/2017,y,Protected Spring,,Improved,Rwanda,1950.0,,,Poor
61958,-1.812595141274248,29.97780162843852,04/20/2017,y,Protected Spring,,Improved,Rwanda,1998.0,,,Poor
58468,-2.1568443999999998,30.1982778,01/07/2008,u,,Mechanized Pump,,Rwanda,2008.0,Water Mission,,
62109,1.668037715869475,29.927236999999998,06/16/2017,y,Protected Spring,,Improved,Rwanda,2003.0,,,Normal
61839,-1.83323230196875,30.0037448271018,04/20/2017,y,Protected Spring,,Improved,Rwanda,1999.0,,,Poor
62188,-1.700628540999945,29.965542894884038,06/17/2017,y,Protected Spring,,Improved,Rwanda,1990.0,,,Normal
61911,-1.654328261272954,29.967182980584127,04/15/2017,y,Protected Spring,,Improved,Rwanda,1999.0,,,Poor
61905,-1.7133270405607632,29.91830658311151,04/14/2017,y,Protected Spring,,Improved,Rwanda,2010.0,,,Normal
62035,-1.722596313839365,29.920158916620125,04/14/2017,y,Protected Spring,,Improved,Rwanda,2006.0,,,Normal
61660,-1.6728780456136532,29.89510006907866,04/06/2017,y,Protected Spring,,Improved,Rwanda,1996.0,,,Poor
62067,-1.7419814632788382,29.95777422091548,04/18/2017,y,Protected Spring,,Improved,Rwanda,2010.0,,,Poor
61554,-1.7295100176681417,29.91821089553776,03/09/2017,y,Protected Spring,,Improved,Rwanda,1996.0,,,Poor
62065,-1.668586614522442,30.035918507478538,04/24/2017,y,Protected Spring,,Improved,Rwanda,1998.0,,,Poor
61804,-1.622955774868955,30.023944784961113,04/24/2017,y,Protected Spring,,Improved,Rwanda,1998.0,,,Normal
61720,-1.8167480920678367,30.042948087203445,04/22/2017,y,Protected Spring,,Improved,Rwanda,1975.0,,,Poor
62001,-1.7322445988413981,29.918442728073124,04/14/2017,y,Protected Spring,,Improved,Rwanda,2006.0,,,Normal
61803,-1.784832518247191,30.10151115008964,05/31/2017,y,Protected Spring,,Improved,Rwanda,1980.0,,,Poor
61596,-1.855859922230351,29.94148434393137,04/14/2017,y,Protected Spring,,Improved,Rwanda,1978.0,,,Poor
61821,-1.6901088344251507,29.9803744741361,04/22/2017,n,Protected Spring,,Improved,Rwanda,2015.0,,,Does Not Function
61679,-1.680149457939596,29.936943550328998,04/20/2017,y,Protected Spring,,Improved,Rwanda,2013.0,,,Normal
62124,-1.6655385554555802,29.8997529955888,06/17/2017,y,Protected Spring,,Improved,Rwanda,1999.0,,,Normal
62050,-1.7189401587348012,29.975624401027613,04/18/2017,y,Protected Spring,,Improved,Rwanda,1980.0,,,Poor
62028,-1.7874102211832568,29.968925463301748,04/20/2017,y,Protected Spring,,Improved,Rwanda,2007.0,,,Normal
62141,-1.6953865787500342,30.051747546460962,06/17/2017,y,Protected Spring,,Improved,Rwanda,2005.0,,,Poor
61945,-1.7669791630744442,29.982381036916212,04/20/2017,y,Protected Spring,,Improved,Rwanda,2007.0,,,Normal
61926,-1.8298677081513768,29.990475235312594,04/20/2017,y,Protected Spring,,Improved,Rwanda,1997.0,,,Normal
61692,-1.8222620548154709,30.032701944677378,04/22/2017,y,Protected Spring,,Improved,Rwanda,1986.0,,,Poor
61816,-1.628475991192904,29.89939384914205,04/20/2017,y,Protected Spring,,Improved,Rwanda,1940.0,,,Poor
62173,-1.693835008643465,29.984500364646497,06/17/2017,y,Protected Spring,,Improved,Rwanda,2000.0,,,Normal
61991,-1.730498016678582,29.954740817956072,04/18/2017,y,Protected Spring,,Improved,Rwanda,2005.0,,,Poor
61881,-1.7267236249922682,30.05745937885353,04/24/2017,y,Protected Spring,,Improved,Rwanda,1998.0,,,Normal
61986,-1.801545202074822,30.0611256065825,04/21/2017,y,Protected Spring,,Improved,Rwanda,1968.0,,,Normal
62156,-1.623867843484646,29.921604875464386,06/17/2017,y,Protected Spring,,Improved,Rwanda,1960.0,,,Normal
61632,-1.82340204236425,30.012631055665164,04/20/2017,n,Protected Spring,,Improved,Rwanda,1992.0,,,Does Not Function
61862,-1.6522678587451192,29.986784683857252,04/17/2017,y,Protected Spring,,Improved,Rwanda,1982.0,,,Poor
62091,-1.7417235651849792,29.971411881614475,04/20/2017,n,Protected Spring,,Improved,Rwanda,1986.0,,,Does Not Function
62087,-1.6262386952433339,29.93330278857495,04/20/2017,y,Protected Spring,,Improved,Rwanda,1970.0,,,Poor
61725,-1.653039265201201,29.99260563440475,04/17/2017,y,Protected Spring,,Improved,Rwanda,1982.0,,,Poor
61796,-1.75921464150843,29.929737215116173,04/20/2017,y,Protected Spring,,Improved,Rwanda,2006.0,,,Normal
62060,-1.6583887890167142,30.012994464552165,06/04/2017,y,Protected Spring,,Improved,Rwanda,1998.0,,,Normal
62055,-1.802871997102634,30.090224256237068,03/26/2017,y,Protected Spring,,Improved,Rwanda,2016.0,,,Normal
61757,-1.6759087913718131,29.8827627955267,04/05/2017,y,Protected Spring,,Improved,Rwanda,2006.0,,,Poor
62145,1.7695124120395418,29.97068390113245,06/17/2017,y,Protected Spring,,Improved,Rwanda,2007.0,,,Normal
62003,-1.7885030655317031,30.05985458062564,04/21/2017,y,Protected Spring,,Improved,Rwanda,1963.0,,,Normal
61740,-1.686471012881577,29.97317357917032,04/22/2017,y,Protected Spring,,Improved,Rwanda,1999.0,,,Poor
62113,-1.7077995480016661,29.930493516889488,06/17/2017,y,Protected Spring,,Improved,Rwanda,1996.0,,,Normal
61849,-1.6799422247375233,29.920888364112482,04/20/2017,y,Protected Spring,,Improved,Rwanda,1999.0,,,Normal
62004,-1.6812953122534031,29.93496998533979,04/20/2017,y,Protected Spring,,Improved,Rwanda,2010.0,,,Poor
62184,1.7637721141235119,29.9348813154127,06/17/2017,y,Protected Spring,,Improved,Rwanda,2003.0,,,Normal
61960,-1.8996506890516,29.98745226591609,04/14/2017,y,Protected Spring,,Improved,Rwanda,2010.0,,,Normal
61656,-1.670811250543832,29.971200974733016,04/17/2017,y,Protected Spring,,Improved,Rwanda,2015.0,,,Normal
61559,-1.746320569482139,29.92039733582937,04/15/2017,y,Protected Spring,,Improved,Rwanda,2006.0,,,Normal
62033,-1.7978253020512518,30.110386742187465,06/02/2017,y,Protected Spring,,Improved,Rwanda,2003.0,,,Poor
61771,-1.8529147544837368,30.02350549971566,04/23/2017,y,Protected Spring,,Improved,Rwanda,1985.0,,,Poor
62128,-1.7472805464999517,29.91035957456895,06/17/2017,y,Protected Spring,,Improved,Rwanda,1998.0,,,Poor
61937,-1.685436867039979,29.90389950564481,04/14/2017,y,Protected Spring,,Improved,Rwanda,1999.0,,,Poor
61972,-1.8046339972666559,30.09855831241644,04/24/2017,y,Protected Spring,,Improved,Rwanda,1998.0,,,Poor
61647,-1.7798015806892657,30.037586491473785,06/02/2017,y,Protected Spring,,Improved,Rwanda,2000.0,,,Poor
61552,-1.8249723008793717,29.92521089844611,04/21/2017,y,Protected Spring,,Improved,Rwanda,1996.0,,,Poor
61600,-1.6656708909715738,29.978294134437707,04/17/2017,y,Protected Spring,,Improved,Rwanda,2015.0,,,Normal
61578,-1.647882261228542,29.918265923019515,04/23/2017,y,Protected Spring,,Improved,Rwanda,1990.0,,,Poor
61842,-1.6145311180483406,29.9251326516399,04/20/2017,y,Protected Spring,,Improved,Rwanda,1990.0,,,Poor
61574,-1.6622659882963733,29.962079050320625,04/17/2017,y,Protected Spring,,Improved,Rwanda,2015.0,,,Normal
61583,-1.634375019530456,29.938485660330095,04/15/2017,y,Protected Spring,,Improved,Rwanda,1960.0,,,Normal
61569,-1.657263935493212,29.922514489451533,04/17/2017,y,Protected Spring,,Improved,Rwanda,1982.0,,,Poor
61847,-1.6732598715526998,29.98406332019949,04/17/2017,y,Protected Spring,,Improved,Rwanda,1982.0,,,Poor
61971,-1.8179480435092858,29.91584699699072,04/21/2017,y,Protected Spring,,Improved,Rwanda,1997.0,,,Normal
62045,-1.810612024469656,30.097778012877964,05/31/2017,y,Protected Spring,,Improved,Rwanda,1980.0,,,Poor
62096,-1.747140019246778,30.06668241880393,06/02/2017,y,Protected Spring,,Improved,Rwanda,1980.0,,,Poor
61688,-1.6647510955571982,29.952872729635285,04/17/2017,y,Protected Spring,,Improved,Rwanda,1982.0,,,Poor
61864,-1.65802789155361,29.98573244901256,04/17/2017,y,Protected Spring,,Improved,Rwanda,1982.0,,,Poor
61828,-1.768776802399624,29.92918957643928,04/20/2017,y,Protected Spring,,Improved,Rwanda,2007.0,,,Normal
62018,-1.882039614368825,29.954381538949427,04/14/2017,y,Protected Spring,,Improved,Rwanda,2003.0,,,Normal
62023,-1.6736542075960066,29.896965509517614,04/20/2017,y,Protected Spring,,Improved,Rwanda,1996.0,,,Normal
62169,1.7623221245697833,30.090208451346783,06/16/2017,y,Protected Spring,,Improved,Rwanda,1980.0,,,Normal
61894,-1.7273375638904842,29.936685366764745,04/18/2017,y,Protected Spring,,Improved,Rwanda,2013.0,,,Poor
62160,-1.689150788546698,29.894921754533602,06/17/2017,y,Protected Spring,,Improved,Rwanda,1999.0,,,Normal
61605,-1.781801606571578,30.11177836741653,04/24/2017,n,Protected Spring,,Improved,Rwanda,1985.0,,,Does Not Function
62074,-1.6421427380136966,30.052336285485634,04/24/2017,y,Protected Spring,,Improved,Rwanda,1998.0,,,Normal
61982,-1.812973867650692,30.120560443717324,06/02/2017,y,Protected Spring,,Improved,Rwanda,2003.0,,,Normal
61729,-1.656296475437029,29.99009225447391,04/17/2017,y,Protected Spring,,Improved,Rwanda,2016.0,,,Normal
61950,-1.6530265867028282,30.049374702299147,04/24/2017,y,Protected Spring,,Improved,Rwanda,1998.0,,,Normal
62038,-1.658118034722151,30.06102787485845,06/02/2017,y,Protected Spring,,Improved,Rwanda,1985.0,,,Normal
61610,-1.660878930549304,30.023335381708637,04/24/2017,y,Protected Spring,,Improved,Rwanda,1998.0,,,Poor
61642,-1.64495034739788,30.064186093783732,04/24/2017,y,Protected Spring,,Improved,Rwanda,1998.0,,,Normal
61637,-1.780230949606051,30.075370719355284,04/21/2017,y,Protected Spring,,Improved,Rwanda,1960.0,,,Normal
61896,-1.721622744368435,29.93303361998173,04/18/2017,y,Protected Spring,,Improved,Rwanda,1996.0,,,Poor
62167,-1.718717009464345,30.002735693008464,06/17/2017,y,Protected Spring,,Improved,Rwanda,1980.0,,,Normal
61744,-1.629724796147343,29.96599469931311,03/20/2017,y,Protected Spring,,Improved,Rwanda,1950.0,,,Normal
61761,-1.826877993879666,29.912974439832176,04/21/2017,y,Protected Spring,,Improved,Rwanda,1997.0,,,Normal
61686,-1.756712780119238,30.01821547381904,06/02/2017,n,Protected Spring,,Improved,Rwanda,2000.0,,,Does Not Function
61615,-1.82576650662693,29.92306673481785,04/21/2017,y,Protected Spring,,Improved,Rwanda,1996.0,,,Poor
62061,-1.684024603048836,29.94205568829765,04/20/2017,y,Protected Spring,,Improved,Rwanda,2016.0,,,Poor
61718,-1.6345258568034118,29.944429426019763,04/15/2017,y,Protected Spring,,Improved,Rwanda,1950.0,,,Poor
61739,-1.840939535617737,29.982344320347377,04/20/2017,y,Protected Spring,,Improved,Rwanda,1999.0,,,Poor
61810,-1.76482605500644,29.960181127000904,04/20/2017,y,Protected Spring,,Improved,Rwanda,1997.0,,,Normal
61933,-1.6132976703526691,29.91182473237025,03/07/2017,y,Protected Spring,,Improved,Rwanda,1995.0,,,Poor
61829,-1.771733286325452,29.93093941855736,03/22/2017,y,Protected Spring,,Improved,Rwanda,2007.0,,,Normal
61869,-1.77309810040593,29.99612178817118,06/02/2017,y,Protected Spring,,Improved,Rwanda,2005.0,,,Normal
62199,1.617160914251801,29.96179842159636,06/28/2017,y,Protected Spring,,Improved,Rwanda,1980.0,,,Poor
61993,-1.7865702554798542,30.06199757469063,04/21/2017,y,Protected Spring,,Improved,Rwanda,1963.0,,,Normal
61778,-1.6738117423869567,29.92887450139645,04/22/2017,y,Protected Spring,,Improved,Rwanda,1991.0,,,Poor
61711,-1.6550501381960259,29.919308040527913,04/23/2017,y,Protected Spring,,Improved,Rwanda,1977.0,,,Poor
61548,-1.6745710049245301,29.96252643104866,04/17/2017,y,Protected Spring,,Improved,Rwanda,2016.0,,,Poor
61654,-1.6657843875084766,29.924026598603174,04/17/2017,y,Protected Spring,,Improved,Rwanda,1982.0,,,Poor
62155,1.741048134272149,29.94105506214572,06/17/2017,y,Protected Spring,,Improved,Rwanda,2003.0,,,Normal
62014,-1.612345676196925,29.89253362405911,04/20/2017,y,Protected Spring,,Improved,Rwanda,1950.0,,,Poor
61918,-1.820249853306779,30.024810494313666,03/23/2017,y,Protected Spring,,Improved,Rwanda,1988.0,,,Normal
61565,-1.6575567658282342,29.92903675175853,06/02/2017,y,Protected Spring,,Improved,Rwanda,2007.0,,,Poor
61669,-1.648598433425512,29.934470987355976,04/15/2017,y,Protected Spring,,Improved,Rwanda,1950.0,,,Poor
61953,-1.80536863853678,30.057248369626464,04/21/2017,y,Protected Spring,,Improved,Rwanda,1991.0,,,Poor
62092,-1.7411112012699856,29.97221682382369,04/20/2017,y,Protected Spring,,Improved,Rwanda,1978.0,,,Poor
